(-7.946495, 16.400256, 1.009708)
(-7.968677, 16.441302, 0.901728)
(-7.974165, 16.455308, 0.801041)
(-7.961389, 16.475907, 0.782622)
(-7.954422, 16.473298, 0.806487)
(-7.914600, 16.545013, 0.763620)
(-7.888671, 16.534390, 0.768233)
(-7.860948, 16.508263, 0.741416)
(-7.842707, 16.464508, 0.708476)
(-7.819638, 16.416600, 0.713631)
(-7.798481, 16.394301, 0.749515)
(-7.766724, 16.368756, 0.736753)
(-7.742625, 16.335283, 0.738063)
(-7.719626, 16.349791, 0.721175)
(-7.732509, 16.274583, 0.705759)
(-7.749521, 16.250019, 0.708065)
(-7.750118, 16.236319, 0.714574)
(-7.766628, 16.206269, 0.690202)
(-7.768229, 16.212449, 0.703732)
(-7.761290, 16.229576, 0.730449)
(-7.724014, 16.269951, 0.705216)
(-7.726141, 16.347222, 0.757476)
(-7.707532, 16.434986, 0.754072)
(-7.679105, 16.448532, 0.737549)
(-7.646160, 16.419225, 0.747932)
(-7.648404, 16.392593, 0.717153)
(-7.649371, 16.328292, 0.707168)
(-7.690560, 16.307521, 0.696642)
(-7.713146, 16.267400, 0.682667)
(-7.731581, 16.232968, 0.679886)
(-7.757264, 16.239508, 0.703352)
(-7.737015, 16.216879, 0.699727)
(-7.715253, 16.204442, 0.725387)
(-7.700362, 16.202257, 0.734055)
(-7.681221, 16.177367, 0.737940)
(-7.675788, 16.145342, 0.742247)
(-7.682083, 16.108574, 0.746548)
(-7.665657, 16.099274, 0.783588)
(-7.636987, 16.023888, 1.084920)
(-7.600807, 15.991160, 1.206282)
(-7.562889, 16.002847, 1.319433)
(-7.518744, 16.024283, 1.366399)
(-7.498630, 16.092848, 1.408999)
(-7.504071, 16.114434, 1.399499)
(-7.517870, 16.137192, 1.381010)
(-7.520668, 16.144780, 1.255462)
(-7.505168, 16.176227, 1.158437)
(-7.446115, 16.207530, 1.025687)
(-7.406466, 16.206058, 0.765737)
(-7.373526, 16.210382, 0.743873)
(-7.351776, 16.119700, 0.743409)
(-7.379762, 16.188927, 0.712246)
(-7.463184, 16.132788, 0.684144)
(-7.544888, 16.103666, 0.659137)
(-7.603606, 16.105541, 0.649215)
(-7.659118, 16.116438, 0.647456)
(-7.687542, 16.062273, 0.626093)
(-7.676788, 16.068329, 0.637722)
(-7.650385, 16.060961, 0.629656)
(-7.601745, 16.100746, 0.666221)
(-7.553996, 16.069963, 0.657680)
(-7.506929, 16.081090, 0.712775)
(-7.466517, 16.127044, 0.723918)
(-7.431602, 16.114872, 0.748265)
(-7.406625, 16.181559, 0.766512)
(-7.371331, 16.221057, 0.753499)
(-7.352175, 16.253240, 0.775938)
(-7.315745, 16.275103, 0.811136)
(-7.298370, 16.284013, 0.811246)
(-7.279599, 16.232667, 0.922711)
(-7.290404, 16.195503, 1.006134)
(-7.331861, 16.169942, 0.918398)
(-7.415812, 16.182155, 0.752036)
(-7.468972, 16.156553, 0.725931)
(-7.493969, 16.141444, 0.704922)
(-7.487359, 16.198738, 0.690747)
(-7.457395, 16.185246, 0.688328)
(-7.431989, 16.140849, 0.682999)
(-7.410438, 16.110602, 0.694239)
(-7.397752, 16.082080, 0.672784)
(-7.413003, 16.083939, 0.687160)
(-7.418343, 16.099094, 0.692593)
(-7.418995, 16.112891, 0.692165)
(-7.409707, 16.123864, 0.715167)
(-7.410378, 16.102781, 0.862517)
(-7.428452, 16.071520, 0.963330)
(-7.453595, 16.072804, 1.028599)
(-7.494846, 16.077662, 0.974409)
(-7.527304, 16.095541, 0.940637)
(-7.541321, 16.097186, 0.934044)
(-7.506698, 16.129211, 0.900930)
(-7.460180, 16.153574, 0.840409)
(-7.430296, 16.181411, 0.709392)
(-7.399619, 16.189004, 0.708067)
(-7.376507, 16.180166, 0.681383)
(-7.376756, 16.105918, 0.655912)
(-7.397992, 16.024503, 0.778898)
(-7.418351, 15.987197, 0.875478)
(-7.447204, 15.958741, 0.913320)
(-7.463851, 15.943023, 0.914970)
(-7.456690, 15.965913, 0.936488)
(-7.453607, 16.010101, 0.941458)
(-7.445228, 16.012895, 0.928621)
(-7.463373, 16.015578, 0.935580)
(-7.449832, 15.926740, 0.994920)
(-7.500325, 15.963298, 1.051985)
(-7.511734, 15.939441, 1.188700)
(-7.522756, 15.896430, 1.248223)
(-7.541882, 15.855575, 1.312434)
(-7.577170, 15.845730, 1.352400)
(-7.640128, 15.839295, 1.364045)
(-7.698317, 15.919832, 1.355443)
(-7.744324, 15.963499, 1.359202)
(-7.782105, 15.963262, 1.378836)
(-7.803051, 15.993465, 1.341881)
(-7.812361, 15.978703, 1.334676)
(-7.827262, 15.991395, 1.262472)
(-7.818209, 16.026529, 1.169520)
(-7.833672, 16.071296, 1.033175)
(-7.821857, 16.084160, 0.722322)
(-7.781337, 16.125644, 0.716523)
(-7.785032, 16.039834, 0.682455)
(-7.737632, 16.019081, 0.677876)
(-7.698010, 15.996211, 0.681556)
(-7.651252, 15.983462, 0.684261)
(-7.613170, 15.954644, 0.893030)
(-7.595957, 15.932804, 0.995267)
(-7.578079, 15.908482, 0.986588)
(-7.553932, 15.870831, 0.970149)
(-7.518902, 15.849576, 0.920893)
(-7.485220, 15.823382, 0.853336)
(-7.422927, 15.873826, 0.774025)
(-7.380263, 15.897201, 0.584962)
(-7.352195, 15.944789, 0.584751)
(-7.317186, 15.996220, 0.597311)
(-7.275568, 16.014784, 0.627000)
(-7.202523, 16.026043, 0.671138)
(-7.164357, 16.030205, 0.661044)
(-7.121996, 16.044506, 0.766453)
(-7.128900, 15.977655, 1.022713)
(-7.184679, 15.968509, 1.119794)
(-7.249399, 15.996954, 1.160133)
(-7.341586, 16.043846, 1.163625)
(-7.411486, 16.095327, 1.117086)
(-7.430537, 16.105953, 1.017391)
(-7.421325, 16.144142, 0.956272)
(-7.401761, 16.148295, 0.915856)
(-7.370095, 16.139358, 0.959319)
(-7.377053, 16.156435, 0.978583)
(-7.407861, 16.116583, 0.935073)
(-7.420759, 16.135241, 0.908812)
(-7.421166, 16.185636, 0.703456)
(-7.397860, 16.199192, 0.708609)
(-7.353389, 16.229698, 0.725366)
(-7.277160, 16.261959, 0.729337)
(-7.196285, 16.251214, 0.758570)
(-7.128927, 16.250188, 0.736077)
(-7.093122, 16.234672, 0.759011)
(-7.077642, 16.222841, 0.763901)
(-7.104817, 16.163306, 0.789140)
(-7.160518, 16.253268, 0.785168)
(-7.246525, 16.251139, 0.955382)
(-7.323923, 16.224735, 1.076528)
(-7.375351, 16.191000, 1.174146)
(-7.422550, 16.144808, 1.238348)
(-7.449479, 16.117780, 1.292446)
(-7.451060, 16.088015, 1.295563)
(-7.466873, 16.100876, 1.252665)
(-7.494227, 16.143239, 1.175807)
(-7.519896, 16.228886, 0.974548)
(-7.531481, 16.316595, 0.818679)
(-7.515263, 16.366282, 0.803472)
